Record ID;Nom de la prestation;Associated Company;Nom de domaine;Marques;Associated Company IDs
1726935540;Pack Standard : pharmacie-du-centre-le-may-sur-evre.fr;Pharmacie Du Centre - Le May sur Èvre;pharmacie-du-centre-le-may-sur-evre.fr;<p><b>Mat med : handipharm</b></p><p>Bas de contention : Sigvaris</p><p>Orthopédie : Donjoy</p><p>Soins : Epitact, Urgo, Excilor, Akileine, Etiaxil, Pouxit, Apaisyl, Ecrinal, Thermacare</p><p>Hdb : Eluday, Arthrodont, Alodont, Eludril, Elgydium, Meridol, Elmex, Inava</p><p>Capillaires : Klorane</p><p>Parapharmacie : Dermasens, Avene, Uriage, La Rosée, Laino</p><p>Médecine naturelle : Pileje, Dielen, Pranarom, Manhaé, Nutrisanté, Naturactive, le comptoir aroma, symbiosys, boiron</p><p>Hygiène intime : saforelle, hydralin, saugella, mycohydralin</p><p>Produits bébé : la rosee, bepanthen, dentinea, dodie, novalac, picot, gallia, pampers</p><p>Produits veto : biocanina</p>;8171998923
1727029955;Pack Access : pharmacie-parvis-marle.com;Pharmacie Du Parvis;pharmacie-parvis-marle.com;<p>Bb : mam / pampers / mon petit Larose / mustela / novalac </p><p>Dermo. Avène / beauterra / vichy / klorane / xermartis / mavala / au poil / </p><p>Dentaire : oral b / fixodent / fluocaril / elmex / </p><p>Produits Naturels : sencia / sidN / le jardin de Marion</p><p>Compléments alimentaires : granions / bion/ alvitil / isoxan /. Fortimel</p>;8171980748
1727013591;Pack Standard : pharmacie-cap-atlantique.fr;Pharmacie Cap Atlantique;pharmacie-cap-atlantique.fr;"<p>AROMATHÉRAPIE : P<span style=""background-color: rgb(255, 255, 255);"">hytosun </span></p><p>HOMÉOPATHIE : Boiron</p><p>PHYTOTHÉRAPIE : Naturactive, Activa </p><p>LOCATION ET VENTE DE MATÉRIEL MÉDICAL : Handipharm, Madouest</p><p>ORTHOPÉDIE : Gibaud, DJO et Thuasne</p><p>PRODUITS BÉBÉS Mustela, Dodie, Mam, Weleda, Bioderma, La Rosée </p><p>LAIT BÉBÉ : Gallia, Guigoz, Novalac, Picot, Modilac </p><p><br></p><p>PARAPHARMACIE : Furterer, Garancia, Nuxe, Caudalie, Vichy, Avene, La Roche Posay, La Rosée, Uriage, Sanoflore, Ducray, BIODERMA, Weleda </p><p>MICRONUTRITION : Pileje </p><p>BAS DE CONTENTION : Gibaud </p><p>CHAUSSURES ORTHOPÉDIQUES Gibaud</p><p>COMPLÉMENTS ALIMENTAIRES : Fortimel </p>";8172010953
1726946524;Pack Premium : pharmagency.fr;Pharmagency;pharmagency.fr;;8172030949
1727115965;Pack Access : mmbodyallure.com;MM Body Allure;mmbodyallure.com;;8172011205
1727013590;Pack Access : pharmacie-de-la-clouere.com;Pharmacie de la Clouère;pharmacie-de-la-clouere.com;"<p>Aromathérapie : Phytosun Arôms</p><p>Homéopathie : Boiron - Lehning</p><p>Phytothérapie : Santé verte - Arkopharma</p><p>Matériel médical : Handipharm</p><p>Orthopédie : Thuasne - Donjoy</p><p>Bas de contention : Thuasne - Radiante - Sigvaris</p><p>Produits bébés : Cooper - Mustela - Mam - Luc &amp; Léa - Picot</p><p>Produits vétérinaires : Clément Thékan</p><p>Micronutrition : Arkopharma - Nutergia</p><p>Parapharmacie : Garancia - Avène - La Roche Posay - Berdoues - Vitry - Estipharm</p><p>Soins : Hartmann</p><p>Hygiène intime : Saugella - Saforelle</p><p>Hygiène bucco-dentaire : GUM - Elgydium - Inava - Eludril - Eluday- Arthrodont</p>";8171962565
1726960888;Pack Standard : pharmacie-flandres-arques.fr;Pharmacie des Flandres - Arques;pharmacie-flandres-arques.fr;<p>Tous : </p><p>insectes écran / cinq sur cinq </p><p><br></p><p> Produits bébés/ enfant : </p><p>picot /  biostime / enfamil / guigoz / Dodie / mam / pranaBB / waterwipes / mustela / mon petit larosée / </p><p> Babycharm /  les petits culottés / mitosyl / ouate</p><p><br></p><p><br></p><p>Hygiène bucco-dentaire :  </p><p>fluocaril / super white / parodontax / sensodyne / elgydium / parogencyl / elmex / eluday / inava </p><p><br></p><p><br></p><p>Hygiène corps et cheveux : </p><p>neutraderm / laino / le comptoir du bain / dexeryl / etiaxil / respire / eau précieuse / bioderma / forcapil / pouxit / paranix</p><p><br></p><p>Parapharmacie : </p><p>avène / la rosée / la roche posay / même / eucerin / gyropharm / LOVREN / claude galien</p><p><br></p><p>Pieds et mains : </p><p>scholl / compeed / excilor / akiléïne / elastoplast </p><p><br></p><p> Nutrition : </p><p>delicaL</p><p><br></p><p> Incontinence : </p><p>confiance </p><p><br></p><p> Chaussures de confort : </p><p>FLD / Gibaud / podowell </p><p><br></p><p> Orthopédie :</p><p>Thuane / Gibaud / Donjoy / Epitact / </p><p><br></p><p>Veto : </p><p>Clément Thékan / Frontline / Lapsa</p><p><br></p><p>Médecines naturelles : </p><p>arkopharma / aboca / panda tea / jardins d’occitanie / another tree / pranarom / pileje /  boiron / </p><p><br></p><p> Forme et bien être : </p><p>berocca / mag2</p><p><br></p><p> Contention : </p><p>sigvaris / Innothera </p><p><br></p><p> Hygiène intime : </p><p>saugella / saforelle / intima/ hydralin / gynopatch /  </p>;8172030911
1727029731;Pack Access : pharma-pyramide-valenciennes.fr;Pharmacie de la Pyramide - Valenciennes;pharma-pyramide-valenciennes.fr;"<p><span style=""font-size: 14px; background-color: rgb(255, 255, 255);"">Bb : picot / guigoz / gallia / gifrer/ dodie / sterilux / mon petit la rosée / medela </span></p><p><span style=""font-size: 14px; background-color: rgb(255, 255, 255);"">Hygiène : saforelle / comptoir du bain / hydralin </span></p><p><span style=""font-size: 14px; background-color: rgb(255, 255, 255);"">Bucco dentaire : elmex / arthrodont / elgydium / oral b / fixodent / CB12</span></p><p><span style=""font-size: 14px; background-color: rgb(255, 255, 255);"">Dermo : avène / la roche posay / la rosée / bi oil </span></p><p><span style=""font-size: 14px; background-color: rgb(255, 255, 255);"">Capillaire : forcapil / ducray / klorane / pouxit / luxéol</span></p><p><span style=""font-size: 14px; background-color: rgb(255, 255, 255);"">Naturels : Arkopharma / Olfae / hexomedine </span></p><p><span style=""font-size: 14px; background-color: rgb(255, 255, 255);"">Complément : renutryl / délical / clinutren </span></p><p><span style=""font-size: 14px; background-color: rgb(255, 255, 255);"">Incontinence : confiance</span></p><p><span style=""font-size: 14px; background-color: rgb(255, 255, 255);"">Veto : clement thekan</span></p><p><span style=""font-size: 14px; background-color: rgb(255, 255, 255);"">Petit soins : epitact / insect ecran</span></p>";8172055241
1726935525;Pack Standard : pharmacie-vauban-saint-denis.com;Pharmacie Vauban - Saint Denis;pharmacie-vauban-saint-denis.com;"<p><br></p><p><br></p><p>A</p><ul><li><a href=""http://www.aderma.fr/"" target=""_blank"" style=""font-size: 13px; color: rgb(0, 0, 0);""><b><u>A-Derma</u></b></a></li><li><a href=""http://www.eau-thermale-avene.fr/"" target=""_blank"" style=""font-size: 13px; color: rgb(0, 0, 0);""><b><u>Avène</u></b></a></li><li><a href=""http://www.philips.fr/c-m-mo/philips-avent-et-votre-bebe"" target=""_blank"" style=""font-size: 13px; color: rgb(0, 0, 0);""><b><u>Avent</u></b></a></li><li><b><u>ANACA 3</u></b></li></ul><p>B</p><ul><li><a href=""http://www.bioderma.fr/"" target=""_blank"" style=""font-size: 13px; color: rgb(0, 0, 0);""><b><u>Bioderma</u></b></a></li><li><a href=""http://www.boiron.fr/"" target=""_blank"" style=""font-size: 13px; color: rgb(0, 0, 0);""><b><u>Boiron</u></b></a></li><li><b><u>Bepanthen</u></b></li><li><b><u>Blédina</u></b></li></ul><p>C</p><p><br></p><ul><li><a href=""http://www.entouteconfiance.fr/"" target=""_blank"" style=""font-size: 13px; color: rgb(0, 0, 0);""><b><u>Confiance</u></b></a></li><li><b><u>Cattier</u></b></li><li><b><u>Caudalie</u></b></li><li><b><u>Comptoir du Bain</u></b></li></ul><p>D</p><ul><li><a href=""http://www.donjoy.eu/fr_FR/"" target=""_blank"" style=""font-size: 13px; color: rgb(0, 0, 0);""><b><u>Donjoy</u></b></a></li><li><a href=""http://www.ducray.com/fr-fr/"" target=""_blank"" style=""font-size: 13px; color: rgb(0, 0, 0);""><b><u>Ducra</u></b></a><b style=""color: rgb(0, 0, 0);""><u>y</u></b><a href=""http://www.ducray.com/fr-fr/"" target=""_blank"" style=""color: rgb(0, 0, 0);""><b><u>";8172031191
1726921434;Pack Access : pharmacie-douriez-petite-foret.com;Pharmacie Douriez;pharmacie-douriez-petite-foret.com;"<p>modification des marques :</p><p>ajouter </p><p>Dermo. Garancia  </p><p>Enlever vichy et cb12 </p><p>Dexeryl / somatoline / </p><p>Contention :  Innotera   ( l&#39;enlever de orthopédie )  </p><p> Phyto : les3chenes / boiron / </p><p> Bébé : luc et léa / gifter / waterwipes / physiolax / mam / </p><p> Véto : clement thekan / </p><p><br></p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(68, 68, 68);"">Enlever aide à domicile </span></p><p>——</p>";8171998688
1726946751;Pack Access : maathma-saint-denis.com;Maathma;maathma-saint-denis.com;;8172011231
1726935485;Pack Standard : pharmacie-du-beffroi-dun-sur-auron.fr;Pharmacie du Beffroi;pharmacie-du-beffroi-dun-sur-auron.fr;"<p><b><u>Aromathérapie :</u></b> Puressentiel</p><p><b><u>Phytothérapie :</u></b> Arkopharma, Santé Verte, A<span style=""background-color: rgb(255, 255, 255); color: rgb(68, 68, 68);"">boca</span></p><p><b><u>Homéopathie :</u></b> Boiron, Lehning</p><p><b><u>Micronutrition :</u></b> Pileje</p><p><b><u>Parapharmacie :</u></b> Avène, La Roche Posay, Bioderma, Aderma, Ducray, Vichy, Dexeryl, BepanthenDerma, Laino, Nuxe, Mustela, Estipharm</p><p><b><u>Produits bébés :</u></b> Mam, Mustela, Gallia, Dodie, Bioderma, Novalac, Maternov, Gifrer, Laboratoire Gilbert, Pediakid</p><p><b><u>Produits vétérinaires :</u></b> Clément Thékan</p><p><b><u>Location de matériel médical :</u></b> Alcura</p><p><b><u>Orthopédie :</u></b> Donjoy, Orlimann, Thuasne, Scholl</p><p><b><u>Bas de contention :</u></b> Sigvaris, Radiante</p><p><b><u>Hygiène intime :</u></b> Hydralin, Saforelle, Les Petites Choses</p><p><b><u>Incontinence :</u></b> Confiance, Id</p><p><b><u>Produits d&#39;hygiène bucco-dentaire :</u></b> Parodontax, Elmex, Oral B, Inava, Fluocaril, Arthrodont, Meridol, Eludril, Eluday, Alodont, Hextril, Hyalugel, Fixodent, Gum, Polident, Stéradent, Elgydium, Sensodyne, Parogencyl, Homéodent</p><p><b><u>Huiles essentielles :</u></b> La nouvelle botanique</p><p><b><u>Compléments alimentaires :</u></b> Delical </p>";8171943610
1727115981;Pack Premium : pharmacie-centrale-divonne-les-bains.fr;Pharmacie Centrale - Divonne;pharmacie-centrale-divonne-les-bains.fr;"<p><b><u>Matériel médical :</u></b> Alcura, mediservice</p><p><b><u>Orthopédie :</u></b> Thuasne, </p><p><b><u>Bas de contention :</u></b> Sigvaris</p><p><b><u>Parapharmacie :</u></b> Roger &amp; Gallet, Klorane, Uriage, Bioderma, Ducray, Phyto, Sanoflore, Vichy, Lierac, Garancia, Institut Esthederm, SkinCeuticals, Nuxe, Caudalie, Eucerin, A-derma, Cerave, MKL Green Nature, Cicabiafine, RoC (Keops), La Roche Posay, Etiaxil, Avene, Weleda, BepanthenDerma, CicaManuka, Embryolisse</p><p><br></p><p><b><u>Produits capillaires :</u></b> Dercos, Klorane, Furterer, Ducray, RoseBaie</p><p><b><u>Parapharmacie homme :</u></b> Vichy, Weleda, Nuxe, Lierac</p><p><b><u>Parfumerie :</u></b> Roger &amp; Gallet</p><p><b><u>Coutellerie :</u></b> Vitry</p><p><b><u>Hygiène intime :</u></b> Saforelle, Hydralin, Les Petites Choses, Rogé Cavaillès, Manhae, Durex </p><p><b><u>Aromathérapie :</u></b> Phytosun aroms, Puressentiel, Pranarom, Olioseptil </p><p><b><u>Phytothérapie :</u></b> Arkopharma, Pileje, Nat&amp;form</p><p><b><u>Micronutrition :</u></b> Pileje, Aragan, NHCO, Lashilé, Nat&amp;form, Santarome, Forte Pharma, Nutergia, Solgar, Therascience, Oenobiol, Granions</p><p><br></p><p><b><u>Oligothérapie :</u></b> Granions, Labcatal</p><p><b><u>Produits minceur :</u></b> Oenobiol, XLS Medical, Somatoline, Superdiet, Lashilé, Forté Pharma </p><p><b><u>Produits dentaires :</u></b> Botot, Inava, Sensodyne, Zendium, Oral-b, Parodontax, Meridol, Gum, Homeodent, Elmex, Fluocaril, Innovatouch, Elgydium </p><p><b><u>Soin des pieds et ongles :</u></b> Scholl, Akileïne, Neutrogena, Excilor, Poderm</p><p><br></p><p><b><u>Maquillage :</u></b> Couvrance, Même, La roche Posay, Vichy</p><p><b><u>Tisanes :</u></b> Bio Nutrisanté, Pukka</p><p><b><u>Pansements :</u></b> Urgo, Epitact</p><p><b><u>Produits bébés :</u></b> Mam, Rivadouce, Pranarom, Mustela, Weleda, Klorane, Uriage, Bioderma</p><p><b><u>Homéopathie :</u></b> Boiron, Lehning, Weleda</p><p><b><u>Lait infantile :</u></b> Novalac</p><p><b><u>Produits vétérinaires :</u></b> Clément Thekan </p><p><b><u>Tensiomètre / Thermomètre :</u></b> Omron</p>";8171943134
1727013599;Pack Access : pharmacie-bertocchi-chantilly.com;Pharmacie Bertocchi (anc. des Lycées);pharmacie-bertocchi-chantilly.com;"<p><span style=""background-color: rgb(255, 255, 255); color: rgb(68, 68, 68);"">✅</span>Dermo : Avène cerave Larosee / beauterra / rogé Cavailles </p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(68, 68, 68);"">✅ </span>Bébé : alpha nova / waterwipes </p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(68, 68, 68);"">✅ </span>Dentaire super white / fixodent / cb12 </p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(68, 68, 68);"">✅ </span>Med Douce : Arkopharma / phytosun Arom / Lenning / nutergia / Enlever bio vous va si bien </p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(68, 68, 68);"">✅ </span>Cheveux : klorane / beauterra / bioderma / </p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(68, 68, 68);"">✅ </span>Veto : Frontline </p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(68, 68, 68);"">✅ </span>Contention : sigvaris / radiante </p><p>✅ Orthopédie : Llibeoz /. Gibaud / thuasnes</p>";8171980781
1726565846;Pack Access : pharmacie-champ-courses.fr;Pharmacie du Champ de Courses;pharmacie-champ-courses.fr;"<p><span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">Dermo : Avène / Apivita / Belweder / Avril / Lamazuna / Filorga / Respire / Alvadiem / Klorane / Laino / Beauterra</span></p><p><span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">Produits capillaires : Furterer / Luxeol / Forcapil /</span></p><p><span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">Oncologie : Ozalis</span></p><p><span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">Compléments alimentaires : Naturactive / Sante Verte/ Arkopharma / Panda Tea / Anaca 3</span></p><p><span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">Produits bébés : Mam / Avril / Novalac / Mustela</span></p><p><span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">Produits vétérinaires : Biocanina / Lapsa /</span></p><p><span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">Orthopédie : Orliman</span></p><p><span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">Contention : Radiante / Jobst</span></p><p><span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">Incontinence : Tena</span></p><p><span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">Chaussures : Podowell</span></p>";8171999182
1726921435;Pack Standard : pharmacie-dessailliez.fr;Pharmacie Dessailliez;pharmacie-dessailliez.fr;"<p><span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">Produits naturels : Pranarom / Nat et form / Yogitea / Boiron /</span></p><p><span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">Compléments alimentaires : Délical / Lashilé /</span></p><p><span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">Dermo / cosméto : la rosée / noreva / nailmatic / avène / hei poa /</span></p><p><span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">Bb : gifrer / gallia / mon petit larosée / mam / nailmatic / alphanova /</span></p><p><span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">Cheveux : klorane / laino /</span></p><p><span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">Dentaire : elmex / elgydium / meridol / inava /</span></p><p><span style=""background-color: rgb(255, 255, 255); font-size: 14px;"">Petits soins : Parakito / pranarom / pouxit /</span></p>";8171943620
1727118796;Pack Premium : trans-connect.fr;Trans'Connect;trans-connect.fr;;8172055483
1726960883;Pack Premium : grimoux-construction-nantes.fr;Grimoux Construction;grimoux-construction-nantes.fr;;8172055282
1726946547;Pack Access : pharmacie-guiot-cugand.fr;Pharmacie Guiot;pharmacie-guiot-cugand.fr;;8172011236
1727013592;Pack Standard : pharmacie-du-soleil-saint-leu.com;Pharmacie du Soleil - Saint-Leu;pharmacie-du-soleil-saint-leu.com;"<p><br></p><p><br></p><p>A</p><ul><li><a href=""http://www.aderma.fr/"" target=""_blank"" style=""color: rgb(0, 0, 0); font-size: 13px;""><b><u>A-Derma</u></b></a></li><li><a href=""http://www.eau-thermale-avene.fr/"" target=""_blank"" style=""color: rgb(0, 0, 0); font-size: 13px;""><b><u>Avène</u></b></a></li></ul><p>B</p><ul><li><a href=""http://www.biocanina.com/"" target=""_blank"" style=""color: rgb(0, 0, 0); font-size: 13px;""><b><u>Biocanina</u></b></a></li><li><a href=""http://www.bioderma.fr/"" target=""_blank"" style=""color: rgb(0, 0, 0); font-size: 13px;""><b><u>Bioderma</u></b></a></li><li><a href=""http://www.boiron.fr/"" target=""_blank"" style=""color: rgb(0, 0, 0); font-size: 13px;""><b><u>Boiron</u></b></a></li><li><b><u>Bepanthen</u></b></li><li><b><u>Blédina</u></b></li></ul><p>C</p><ul><li>Camilia</li><li><a href=""http://www.omega-pharma.fr/produit.php?docid=146"" target=""_blank"" style=""color: rgb(0, 0, 0); font-size: 13px;""><b><u>Clément Thékan</u></b></a></li><li><a href=""https://www.lecomptoiraroma.fr/"" target=""_blank"" style=""color: rgb(0, 0, 0); font-size: 13px;""><b><u>Comptoir Aroma</u></b></a></li><li><a href=""http://www.entouteconfiance.fr/"" target=""_blank"" style=""color: rgb(0, 0, 0); font-size: 13px;""><b><u>Confiance</u></b></a></li><li><b><u>Cattier</u></b></li><li><b><u>Caudalie</u></b></li><li><b><u>Comptoir du bain</u></b></li></ul><p>D</p><p><br></p><ul><li><a href=""http://www.donjoy.eu/fr_FR/"" target=""_blank"" style=""color: rgb(0, 0, 0); font-size: 13px;""><b><u>Donjoy</u></b></a></li><li><a href=""http://www.ducray.com/fr-fr/"" target=""_blank"" style=""color: rgb(0, 0, 0); font-size: 13px;""><b><u>Ducra</u></b></a><b style=""color: rgb(0, 0, 0);""><u>y</u></b><a href=""http://www.ducray.com/fr-fr/"" target=""_blank"" style=""color: rgb(0, 0, 0);""><b><u>";8172021490
1726946532;Pack Premium : transport-tnls.fr;TNLS;transport-tnls.fr;;8172011230
1727116000;Pack Access : oxyliumconseils.com;Oxylium Conseils;oxyliumconseils.com;;8171943401
1727115989;Pack Standard : pharmacie-du-marche-chauvigny.fr;Pharmacie Du Marché - Chauvigny;pharmacie-du-marche-chauvigny.fr;<p>Médecines douces : Arkopharma - Nutergia - Boiron - Pranarôm - Pileje - Codifra - Effinov - Superdiet - Santis Lab - Phytosun arôms - HerbalGem</p><p>Location de matériel médical : Handipharm</p><p>Orthopédie : Orliman - Thuasne</p><p>Bas de contention : Radiante - Sigvaris</p><p>Parapharmacie : La Roche Posay - Caudalie - Avène - Bioderma - Roger Gallet - A derma - Hei Poa - Vitry - Rogé Cavailles</p><p>Produits capillaires : Ducray - Klorane - Phytosolba</p><p>Produits vétérinaires : Bayer - Clement Thekan - Frontline - Vetosan</p><p>Produits bébés : Mustela - Mam - Pediakid - Novalac - Hipp</p><p>Hygiène bucco-dentaire : Elles - Meridol - Fluocaril - Arthrodont - Inava - Elgydium - Fixodent- Sensodyne - Parodontax - Parogencyl</p><p>Soins : Urgo - Scholl - Epitact - Excilor - Therapearl</p><p>Hygiène intime : Saforelle - Hydralin - Saugella - Intima - Durex</p>;8172043479
1726946773;Pack Access : pharmacie-fresnoy-la-riviere.com;Pharmacie Amory;pharmacie-fresnoy-la-riviere.com;"<p> les memes marques que l&#39;ancien site </p>";8171980766
1726946763;Pack Standard : sd-courtage-batiment.fr;SD Courtage Batiment;sd-courtage-batiment.fr;;8171998935
1726565865;Pack Access : pharmacie-victoire-dunkerque.fr;SELARL Pharmacie De La Victoire;pharmacie-victoire-dunkerque.fr;<p>À venir</p>;8172021465
1726921408;Pack Access : pharmacie-macouin-saint-jean-de-sauves.fr;Pharmacie Macouin;pharmacie-macouin-saint-jean-de-sauves.fr;;8171981030
1726565831;Pack Premium : pharmacie-du-coeur-de-ville.fr;Pharmacie du Coeur de Ville;pharmacie-du-coeur-de-ville.fr;"<p>Aromathérapie : Pranarôm, le Comptoir Aroma</p><p>Phytothérapie : Arkopharma, Santis, Forte pharma, Santarome, Santé Verte</p><p>Homéopathie : Boiron, Lehning</p><p>Micronutrition : Pileje, Effinov, Nutergia</p><p>Parapharmacie : Avène, Uriage, La Roche Posay, Bioderma, Aderma, Ducray, Vichy, Dexeryl, Bepanthenderma, Rogé Cavaillès, Pin-up Secret, Le Comptoir du bain, Roger &amp; Gallet, Laino, La Rosée, Caudalie, Neutraderm, Dermasens, Centifolia, Respire, Coslys, Etamine du Lys, Hei Poa, Vitry</p><p>Produits bébés : Mam, Mustela, Gallia, Dodie, Nutribén, Bioderma, Mon Petit La Rosée, Biostime, Novalac, Luc et Léa, Avent, Weleda bébé, Babysoin, BabyCharm, Maternov, Centifolia bébé, Gifrer, Laboratoire Gilbert, Pediakid, Pranarôm bébé</p><p>Produits vétérinaires : Clément Thékan</p><p>Location de matériel médical : Handipharm, Oxypharm, Seinbiose, Medela, PharmaConfort</p><p>Orthopédie : Orlimann, Gibaud, Thuasne, Pharmaconfort</p><p>Bas de contention : Sigvaris, Radiante, Thuasne</p><p>Hygiène intime : Hydralin, Saforelle, Saugella, Les Petites Choses</p><p>Incontinence : Confiance</p><p>Produits d&#39;hygiène bucco-dentaire : Parodontax, Elmex, Oral B, Inava, Fluocaril, Arthrodont, Meridol, Eludril, Eluday, Alodont, Hextril, Hyalugel, Fixodent, Gum, Polident, Stéradent, Elgydium, Sensodyne, Parogencyl, Homéodent</p><p>Huilles essentielles : Santis, Pranarôm, Comptoir Aroma</p><p>Tisanes : Cailleau Herboristerie, Yogi Tea, Panda Tea, Calmelia, Laboratoire Mediflor</p><p>Compléments alimentaires : Delical</p>";8172021493
1727029721;Pack Premium : pharmacie-du-parc-maulevrier.fr;Pharmacie Du Parc - Maulevrier;pharmacie-du-parc-maulevrier.fr;"<p>Aromathérapie : Pranarôm, Comptoir Aroma</p><p>Phytothérapie : Arkopharma, Santis, Forte pharma</p><p>Homéopathie : Boiron, Lehning,</p><p>Micronutrition: Pileje, effinov</p><p>Parapharmacie : Avène, Uriage, La Roche Posay, Bioderma, Aderma, Ducray, Vichy, Dexeryl, Bepanthenderma, Rogé Cavaillès, Pin-up Secret, RoyeR, Le Comptoir du bain, Roger Lallet, Laino, La Rosée, Caudalie, Neutraderm, Dermasens, Les petits prodiges, Nailmatic</p><p>Produits bébés : Mam, Mustela, Gallia, Dodie, Modilac, Nutribén, Physiolac, Bioderma, La Rosée bébé</p><p>Produits vétérinaires : Clément Thékan,</p><p>Location de matériel médical : Handipharm, Oxypharm</p><p>Orthopédie : Orlimann, Gibaud, Thuasne</p><p>Bas de contention : Sigvaris, Radiante</p><p>Hygiène intime : Hydralin, Saforelle, Intima, Intibiome, Saugella</p><p>Incontinence : Confiance</p><p>Produits d&#39;hygiène bucco-dentaire : Parodontax, Elmex, Oral B, Inava, Fluocaril, Arthrodont, Meridol, Eludril, Eluday, Alodont, Hextril, Hyalugel, Fixodent, Gum, Polident, Stéradent, Elgydium, Sensodyne, Parogencyl</p><p>Huilles essentielles : Santis, Pranarôm, Comptoir Aroma</p><p>Tisanes : Cailleau Herboristerie, Yogi Tea, Panda Tea, Calmelia, Santane, Laboratoire Mediflor</p>";8171957188
1726961091;Pack Access : pharmacie-des-loges.fr;Pharmacie des Loges;pharmacie-des-loges.fr;<p>Dermo : Avene / Uriage / Bioderma / La Roche Posay / Nuxe</p><p>Cheveux : Klorane / Color et soins </p><p>Produits naturels : Pranarom / Sid / Arkopharma / Oenobiol / Naturactive</p><p>Dentaire : Parodontax / Arthrodont / Sensydine / Gum / Elmex </p><p>Prothèses capillaires : les franjynes</p><p>Bébé : Picot / Dodie / Mam / Biostime/ Gallia / Modilac / Guigoz / Mustela / Prorhinel / Klorane / Medela</p><p>Compléments alimentaires : Délical / Clinutren</p><p>Incontinence : Tena / Confiance</p>;8172030934
1726946764;Pack Standard : pharmacie-ambronay.fr;Pharmacie Bedoy;pharmacie-ambronay.fr;"<p>Matériel médical : Mediservice</p><p>Orthopédie : Orliman </p><p>Bas de contention : Innothera</p><p>Produits vétérinaires : Clément Thekan, Biocanina</p><p>Pansements : Urgo</p><p>Compléments alimentaires : Clinutren</p><p>Produits dentaires : Fluocaril, Fixodent, Arthrodont, Parodontax, Listerine, Inava, OralB, Gum, Homeodent, </p><p>Lait infantile : Physiolac</p><p>Produits bébés : Libellys, Mam, Uriage, Luc &amp; Lea, Gilbert</p><p>Anti-poux : Pouxit, Parasidose</p><p>Parapharmacie : MKL, Uriage, La roche Posay, La Rosée, Sanoflore, LAB@BULLES</p><p>Aromathérapie &amp; huiles essentielles : Phytosun</p><p>Phytothérapie : Super Diet, Dayang, Activa, Les 3 Chênes</p><p>Hygiène intime : Saforelle, Rogé Cavaillès, Hydralin</p><p>Micronutrition : Nutergia</p><p>Homéopathie : Boiron</p><p>Tisanes : Pharminfusio</p><p>Chaussure confort : Orliman</p>";8172043213
