Record ID;Nom de la prestation;Associated Company;Nom de domaine;Marques;Associated Company IDs
1877591752;Pack Access : pharmacie-avenue-de-bordeaux-brive.fr;Pharmacie de l'Avenue de Bordeaux;pharmacie-avenue-de-bordeaux-brive.fr;;8171962311
1877626046;Pack Premium : pharmacie-de-la-paix-laval.fr;Pharmacie de la Paix - Laval;pharmacie-de-la-paix-laval.fr;;8171943116
1877693916;Pack Premium : pharmacie-centrale-flers.com;Pharmacie Centrale - Flers;pharmacie-centrale-flers.com;;8172030959
1874248649;Pack Standard : pharmacie-landre-moncoutant.com;Pharmacie Landré;pharmacie-landre-moncoutant.com;;8171962340
1877657825;Pack Standard : pharmacie-darmor-saint-brieuc.com;Pharmacie d'Armor - Saint-Brieuc;pharmacie-darmor-saint-brieuc.com;"<p>Page MARQUES&nbsp;</p><p>Enlever : <strong>Retrouvez vos marques préférées&nbsp;</strong></p><p>Grossir le «&nbsp;Pharmacie d’Armor&nbsp;» en dessous de «&nbsp;Nos Marques&nbsp;»&nbsp;</p><p>&nbsp;</p><p>. Regarder sur GOOGLE DRIVE <span style=""background-color: #ffffff; color: #444444;"">""REFONTE SITE INTERNET"", les marques pour les différents services et mettre à jour ! </span></p>";8171998680
1726947034;Pack Standard : labofficine.com;Lab'Officine;labofficine.com;"<p><span style=""color: rgb(62, 62, 60);"">Pas de marques</span></p>";8217117945
1726946785;Pack Standard : hygiene-global-services.com;Hygiène Global Services;hygiene-global-services.com;;8172055283
1727013614;Pack Premium : pf-toupet-sotty.com;Pompes Funebres Sotty-Toupet;pf-toupet-sotty.com;;8172030710
1727013612;Pack Access : pharmacie-des-ecoles.fr;Pharmacie des Ecoles;pharmacie-des-ecoles.fr;"<p>Aromathérapie : Pranarom, phytosun&nbsp;</p><p>Homéopathie : Lehning, Boiron,</p><p>Phytothérapie :, SID</p><p>Micro nutrition :&nbsp;pilege, aragan, nutergia</p><p>Matériel Médical : oxypharm, alcura</p><p>Orthopédie : Orliman, thuasne, djo</p><p>Contention :&nbsp;radiante, sigvaris</p><p>Produits vétérinaires : biocanina</p><p>Parapharmacie :&nbsp;Beauterra, kréme, la rosée, état pur, même, furterer, avene, la roche posay, bioderma</p><p>Hygiène intime : Saforelle, Saugella, Hydralin</p><p>Autres: pukka</p>";8172030688
1727013600;Pack Access : creamenagement.com;Créamenagement TP;creamenagement.com;;8171962336
1726946782;Pack Premium : optimum-equipement-industriel.fr;Optimum Equipement Industriel;optimum-equipement-industriel.fr;;8172055260
1727029968;Pack Standard : pharmacie-de-puymaret-malemort.fr;Pharmacie De Puymaret;pharmacie-de-puymaret-malemort.fr;"<p>Aroma :&nbsp;&nbsp;Pranarom,Le comptoir Aroma,Puressentiel</p><p>Homéo :&nbsp;Boiron,</p><p>Parapharmacie :&nbsp;Avène,Bioderma,Eucérin,Nuxe,Roche Posay,Liérac,La Rosée,Secret Pin-up,Cerave,Hepoa</p><p>Miconut :&nbsp;Pileje,Santé verte,Luxéol,Abocca,Granions,3 chènes</p><p>Herbo/Phyto :&nbsp;Nat et Form,Panda tea</p><p>Bébé:&nbsp;Mam,Novalac,Picot,Gallia,Pédiakid,Emfamil,Biolane</p><p>Nutition:&nbsp;Délical,Nutricia</p><p>Gémmothéraphie:&nbsp;Herbagem</p><p>Diét :&nbsp;XLS,Somatuline,Waterdrop</p><p>Véto :&nbsp;Clément/Thékan,Vétosanté,Biocanina,Lapsa</p><p>Pansement :&nbsp;Urgo,Elastoplast,Compeed</p><p>Maquillage :&nbsp;Innoxa, Lovren</p><p>Inconti :&nbsp;Hartmann</p><p>Podologie:&nbsp;Epitact,Scholl,Podowell,Gélato,Alvadiem,Akiléine,Excilor</p><p>Dentaire :&nbsp;Gum,Blue M,Elgydium,Elmex,Méridol,Parodontax,Sensodyne,Fluocaril,Arthrodont,Fixodent</p><p>Oxygène :&nbsp;Air Liquide</p>";8171962056
1726565860;Pack Standard : pharmacie-titeca-wervicq.fr;Pharmacie Titeca;pharmacie-titeca-wervicq.fr;<p>Idem</p>;8172021438
1726561744;Pack Access : pharmaciedesoiseauxdemer.fr;Pharmacie Des Oiseaux De Mer;pharmaciedesoiseauxdemer.fr;;8172042958
1726561738;Pack Standard : pharmacie-pamart.com;Pharmacie Pamart;pharmacie-pamart.com;<p>reprendre sur site existant</p>;8171962310
1727118780;Pack Access : meersschaert.fr;Meersschaert;meersschaert.fr;;8171962315
1726935745;Pack Access : pharmacie-artigues.fr;Pharmacie d'Artigues;pharmacie-artigues.fr;"<p>Aromathérapie : Le comptoir aroma, puressentiel</p><p>Homéopathie : Boiron,</p><p>Phytothérapie :Dayang</p><p>Matériel Médical : Oxypharm</p><p>Orthopédie : Thuasne, Donjoy, gibaud</p><p>Contention : sigvaris, Innothera</p><p>Produits bébé : Mam, Gifrer, beaba , pediakid</p><p>Produits vétérinaires : Clément Thekan, Bayer</p><p>Parapharmacie : La rosée, Bioderma, Caudalie, Kreme, Même,Roche Posay, Bull&#39;organic,</p><p><span style=""color: rgb(80, 0, 80);"">Hygiène intime : Saforelle, Saugella, rogé cavailles</span></p><p>Hygiène bucco-dentaire : Oral B, Parodontax, Elmex, innava, fluocaril</p><p>Micronutrition : Pileje</p>";8172030958
1726935744;Pack Premium : tabac-faidherbe.fr;Le Faidherbe;tabac-faidherbe.fr;;8171998684
1726921446;Pack Premium : metapharma.fr;Metapharma;metapharma.fr;;8172030910
1726565857;Pack Access : pharmacie-republique-avion.com;Pharmacie République - Avion;pharmacie-republique-avion.com;<p><br></p><p><u>Marques : </u></p><p><br></p><p> enlever bledilait / Diras / sophie la giraphe /  Happpy / kneipp </p>;8172021703
1727115996;Pack Access : pharmacie-du-centre-bayeux.fr;Pharmacie Du Centre (BAYEUX);pharmacie-du-centre-bayeux.fr;"<p>Parapharmacie : Roger et Gallet - Rene Furterer - Klorane - Color &amp; soin - Jowae - La Chenaie - BCOMBIO - Lierac - Cerave - Alvadiem - La Roche Posay - Bô - Bi oil - Osmaé - Vichy - Lamazuna</p><p>Maquillage : Eye care</p><p>Soin des pieds : Poderm - Alvadiem - Feet pad</p><p>Produit bébé : Biolane bio - Respimer - Gallia - Petit Pouce</p><p>Hygiène bucco-dentaire : Gum - Arthrodont - Fluocaril - Elmex - Meridol - Inava - Parodontax - Fixodent</p><p>Hygiène intime : Saforelle - Saugella - Les petites choses - Hydralin - Manix</p><p>Incontinence : Tena</p><p>Phytothérapie : Nutrisentiels - Manhae - Schoum - Phyto aromicell - Les 3 chênes - Vitavea</p><p>Aromathérapie : Phytosun - </p><p>Vetérinaire : Biocanina</p><p>Matériel médical : Orkyn / Oxypharm</p><p>Orthopédie : Gibaud / Orliman / Donjoy / Thuasne</p><p>Bas de contention : Gibaud / Innothera</p><p>Probiotiques : Ultrabiotique - Ultralevure - Kijimea - Bellac</p><p>Pansements : Urgo - Cooper</p><p>Tabac : Nicopass- Nicorette - Niquitin</p><p>Tisane : Yogitea</p><p><br></p>";8171943359
1726561741;Pack Standard : pharmacie-haudebourg-cande.fr;Pharmacie Haudebourg;pharmacie-haudebourg-cande.fr;<p>Produits bébé : Ajouter : Guigoz </p><p>Parapharmacie : Ajouter : Nuxe / Roger Gallet / Mavala / Furterer / Klorane / Bioderma. </p><p>Dentaire : Ajouter : CB12 / Sensodyne / Homéodent</p><p>Divers : Ajouter : Durex / WaterDrop </p>;8172021237
1726561724;Pack Access : pharmacie-valmorin-la-chataigneraie.fr;Pharmacie Valmorin;pharmacie-valmorin-la-chataigneraie.fr;<p>Activa</p><p>Alphanova</p><p>ARKOPHARMA</p><p>AVENE</p><p>BEAUTERRA</p><p>BIODERMA</p><p>BIOGARAN</p><p>BOIRON</p><p>CLEMENT THEKAN</p><p>HERBALGEM</p><p>LA CHENAIE</p><p>MAM BABY FRANCE</p><p>NOVALAC</p><p>NUTERGIA</p><p>NUTRISANTE</p><p>PICOT</p><p>Podowell</p><p>PRANAROM</p><p>Royer Cosmétique</p><p>SAFORELLE</p><p>SANTE VERTE</p><p>Saugella</p><p>SCHOLL</p><p>SOS Aroma</p><p>URGO</p><p>VITAFLOR</p>;8172055275
1727029956;Pack Access : pharmacie-les-amandiers.com;Pharmacie Les Amandiers;pharmacie-les-amandiers.com;<ul><li>Aromathérapie : LCA</li><li>Homéopathie : Boiron,</li><li>Matériel Médical : oxypharm</li><li>Orthopédie : Thuasne, medisport</li><li>Contention : innothera</li><li>Produits bébé : Mam, </li><li>Produits vétérinaires : biocanina</li><li>Parapharmacie : Avene, Roche Posay, , Aderma, Bioderma, Eucerin, Ducray, Klorane, , Caudalie, ,jowae, lierac, SVR</li><li>Hygiène intime : Saforelle, Roge Cavailles,</li><li>Soins : urgo</li><li>Compléments alimentaires : Delical, Fortimel</li></ul>;8171998704
1726946777;Pack Access : pharmacie-allonneau-angers.fr;Pharmacie Allonneau;pharmacie-allonneau-angers.fr;"<p>Matériel médical : Madouest, Biosynex </p><p>Diabète : One touch (Lifescan), Accu-check (Roche), Freestyle (Abbott)</p><p>Orthopédie : Enovis</p><p>Contention : Innothéra, sigvaris, veinax</p><p>CNO (Compléments nutritionnels oraux) : Fresubin, Fortimel</p><p>Micronutrition : Effinov, <strong style=""color: rgb(11, 11, 11);"">Miums</strong></p><p>Homéopathie : Boiron</p><p>Phytothérapie : ARKOpharma, Aboca</p><p>Aromathérapie : le comptoir Arôma</p><p>Produits Bébés : Luc et Léa, Alphanova, MKL, Nezpirateur, <strong style=""color: rgb(0, 0, 0);"">Babyrhumes, bouillottes peluches</strong></p><p>Soframar</p><p>Laits infantiles : Gallia, Physiolac <strong>gamme Bio</strong></p><p>Parapharmacie : Pierre fabre (Pharmacare/gamme dexeryl) ;Gamme Pharmacie</p><p>Allonneau, Cerave, La Rosée, Avène, MKL, Natessence, <strong>gamme</strong></p><p><strong>maquillage BOHO</strong>.</p><p>Produits vétérinaires : Biocanina</p>";8171957178
1726935529;Pack Access : pharmaciedelarchipel-cherbourg.fr;Pharmacie de l'Archipel;pharmaciedelarchipel-cherbourg.fr;<p>Aromathérapie : Pranarom</p><p>Phytothérapie : Aboca, 3 Chênes,</p><p>Tisanes : Santane</p><p>Gemmothérapie : Pranarom</p><p>Orthopédie : Orliman, Donjoy, thuasne</p><p>Contention : Sigvaris</p><p>Produits maman bébé : MAM, Biostime, Gallia, La Rosée</p><p>Parapharmacie : La Rosée, Avene, La Roche Posay , Bioderma, Beauterra</p><p>Micronutrition : Nutergia, Solgar</p><p>Hygiène intime féminine : Saforelle, Hydralin, Saugella</p><p>Podologie : Epitact,Orliman, Urgo</p>;8171943146
1726921407;Pack Access : pharmacie-hy-beneteau-sevremoine.fr;Pharmacie Hy-Beneteau;pharmacie-hy-beneteau-sevremoine.fr;"<p>Aromathérapie: phytosun aroms, arkopharma</p><p>Phytothérapie: arkopharma</p><p>Homéopathie: Boiron</p><p>Micronutrition: Ysonut</p><p>Parapharmacie: Caudalie, avene, bioderma, respectueuse, eau précieuse</p><p>Matériel médical: Handipharm, Oxypharm</p><p>Orthopédie: thuasne</p><p>Bas de contention: Sigvaris</p><p>Produits bébés: musela, bioderma, mam, gallia, novalac,avent, dermasens</p><p>Produits vétérinaires: biocanina</p><p>Hygiène intime : Saugella</p><p>Incontinence : hartmann</p><p>Produits d&#39;hygiène bucco-dentaire : Parodontax, Elmex, Oral B, Inava, Fluocaril, Arthrodont, Meridol, Eludril, Eluday, Fixodent, Sensodyne, Parogencyl</p><p>Huiles essentielles : Phytosun</p><p>Tisanes : calmelia</p><p>Compléments alimentaires : Fresubin</p>";8171998915
1727118792;Pack Standard : pharmacie-des-granges.fr;Pharmacie des Granges;pharmacie-des-granges.fr;"<p>Parapharmacie : avene, svr, la rosée, laino, mkl, luxeol, </p><p>Matériel médical : Pharmat</p><p>Orthopedie : Donjoy </p><p>Chaussure : Donjoy</p><p>Bas de contention : innothera </p><p>Anti poux : pouxit, apaisyl, parasidose</p><p>Produits dentaires :oral care, elgydium, arthrodont, sensodyne, parodontax, elmex, inava, </p><p>Soin des pieds : urgo, akileine, compeed, poderm</p><p>Homeopathie : boiron </p><p>Hygiene intime : hydralin, saforelle, durex, clearblue,</p><p>Micro nutrition : nutergia, aboca</p><p>Phytothérapie : nat&amp;form </p><p>Tisane : dayang, </p><p>Fleur de bach : rescue, </p><p>Aromatherapie : phytosunaroms</p><p>Produits bébés : mam, mkl baby green, ,mon petit la rosée, </p><p>Lait infantile : Novalac, gallia, physiolac bio</p><p>Appareils et accessoires : biosynex</p><p>Dénutrition : delical,</p><p>Incontinence : Id</p><p>Loupe de lecture : loubsol</p><p>Produit vétérinaire : advantix, biocanina, advantage, capstar</p><p>Produits minceurs : anaka3, percutafeine</p><p>Anti moustique : insect écran, prasidose, parakito</p>";8172010950
1726960877;Pack Access : pharmacie-de-la-basse-ville-quimperle.fr;Pharmacie de la Basse Ville;pharmacie-de-la-basse-ville-quimperle.fr;<p>Aromathérapie: Dayang, phytosun,</p><p>Phytothérapie, phytosun, santé verte, aboca</p><p>Homéopathie: Boiron</p><p>Micronutrition: Pilèje</p><p>Parapharmacie: Uriage, Avène, alvadiem, avril, luxeol, beauterra</p><p>Matériel médical: Handipharm, Oxypharm</p><p>Orthopédie: Thuasne</p><p>Bas de contention: Thuasne</p><p>Chaussures de confort: Pharmaconfort</p><p>Produits bébés: Mam, beauterra, modilac, novalac, picot</p><p>Produits vétérinaires: Clément thekan</p><p>Hygiène intime : Hydralin, Saforelle, Saugella, Les Petites Choses</p><p>Compléments alimentaires : Delical</p>;8172042963
1726935740;Pack Access : pharmacie-marche-haubourdin.fr;Pharmacie Du Marché - Haubourdin;pharmacie-marche-haubourdin.fr;<p>A venir</p>;8172030906
1726921450;Pack Miroir : pharmacie-belle-croix-quesnoy.fr;Pharmacie Belle Croix;pharmacie-belle-croix-quesnoy.fr;<p>Déja sur le site </p>;8172011451
1727118795;Pack Standard : pharmacie-roulleau-secondigny.fr;Pharmacie Roulleau;pharmacie-roulleau-secondigny.fr;<p>aromathérapie : phytosun et pranarom</p><p>-phytothérapie : arkopharma</p><p>-Tisane bio : nutrisante et panda tea en tisane</p><p>-dermocosmétique : roche posay - roger cavailles - MKL - avene - bepanthen - beauterra</p><p>-Hygiène intime: Saforelle - hydralin</p><p>-homéopathie: boiron - weleda - lehning</p><p>-produits vétérinaires : clement thekan et biocanina</p><p>-bas de contention : sigvaris</p><p>-orthopédie : donjoy</p><p>micronutrition : Nutergia</p><p>-espace bébé : lait picot/novalac/gallia -</p><p>dermocosmetique : mustela/rivadouce/pranabebe de pranarom</p><p>compléments alimentaires : delical </p><p>matériel médical : mon matériel médical en pharmacie</p>;8172055235
1726935743;Pack Access : avocat-gravier.com;Avocat Gravier;avocat-gravier.com;;8171980779
1726935502;Pack Premium : pharmacie-fresnay-sur-sarthe.com;Pharmacie Des Alpes Mancelles;pharmacie-fresnay-sur-sarthe.com;<p>Créer une page MARQUES (Voir Google Drive) </p>;8171962093
1726921447;Pack Premium : pharmacie-des-alizes-louverne.fr;Pharmacie Des Alizés - Louverné;pharmacie-des-alizes-louverne.fr;"<p>Aromathérapie: Pranarom, Phytosun, Fleur de Bach</p><p>Phytothérapie : Arkopharma, Pilèje, Aboca</p><p>Homéopathie: Boiron</p><p>Micronutrition: Pilèje, nutergia</p><p>Parapharmacie : Furterer, Avène, uriage, nuxe, la rosée</p><p>Location Matériel Médical: Atout médical, Alkura, Orkyn, ABM</p><p>Orthopédie : Orlimann, Donjoy, Thuasne</p><p>Bas de contention : Innothera, sigvaris, thuasne, radiante</p><p>Chaussures de confort: Podowell</p><p>Soutien-gorge : Thuasne</p><p>Produits bébés : mon petit la rosée, dodie, uriage, picot, guigoz, gallia, physiolac, modilac, novalac, mam</p><p>Produits vétérinaires : Clément thekan</p><p>Hygiène intime : Hydralin, Saforelle, Saugella, Les Petites Choses</p><p>Incontinence : Confiance, Tena</p><p>Produits d&#39;hygiène bucco-dentaire : Parodontax, Elmex, Oral B, Inava, Fluocaril, Arthrodont, Meridol, Eludril, Eluday, Alodont, Hextril, Hyalugel, Fixodent, Gum, Stéradent, Sensodyne, Parogencyl, Homéodent</p><p>Huilles essentielles : Pranarôm,</p><p>Tisanes : Panda tea, pukka</p><p>Compléments alimentaires : Delical</p>";8171962091
1726565858;Pack Access : pharmaciedu4-avion.com;Pharmacie Du 4;pharmaciedu4-avion.com;<p>Ajouter en podologie : poderm / ALAVDIEM </p>;8172011257
1727029967;Pack Standard : pharmacieavenirdouai.fr;Pharmacie de l'avenir Douai;pharmacieavenirdouai.fr;<p>A venir </p>;8172043465
1726935543;Pack Standard : pharmacie-melantois.com;Pharmacie Du Mélantois;pharmacie-melantois.com;;8172011253
1726561743;Pack Premium : reseau-mapp.com;Réseau Mapp;reseau-mapp.com;;8171957182
1727013611;Pack Access : pharmacie7vallees.com;Pharmacie Yvart - 7 Vallées;pharmacie7vallees.com;<p>A venir </p>;8172011470
1726946766;Pack Standard : pharmacie-bouliere-aron.fr;Pharmacie Bouliere;pharmacie-bouliere-aron.fr;"<p>Aromathérapie : Le comptoir aroma</p><p>Phytothérapie : arkopharma</p><p>Homéopathie : Boiron</p><p>Micronutrition : nutergia</p><p>Parapharmacie : avène, vichy, laino, neutraderm, dermasens</p><p>Location matériel médical : Atout médical, oxypharm, madouest</p><p>Orthopédie : Gibaud, Donjoy</p><p>Bas de contention : innothera, radiante, sigvaris</p><p>Produits bébés : picot, musela, Luc &amp; lea, neutraderm bébé</p><p>Produits vétérinaires : clément thékan</p><p>Incontinence : Téna, Lill</p><p>Premiers soins : urgo, gilbert</p><p>Produits d&#39;hygiène bucco-dentaire : Parodontax, Elmex, Inava, Fluocaril, Arthrodont, Meridol, Alodont, Hextril, Hyalugel, Fixodent, Polident, Elgydium, Sensodyne, Parogencyl, Homéodent, Oral B</p><p>Hygiène intime : Hydralin, saforelle</p><p><span style=""background-color: rgb(255, 255, 255); color: rgb(68, 68, 68);"">Chaussures de confort: Gibaud</span></p>";8172021476
1727013613;Pack Access : la-pharmacie-du-chateau.fr;La Pharmacie du Château - Sainte-Fortunade;la-pharmacie-du-chateau.fr;<p>1) Aromathérapie</p><p>PRANAROM</p><p>2) Homéopathie</p><p>BOIRON, LEHNING</p><p>3) Micronutrition</p><p>PILEJE, NUTERGIA,</p><p>4) Tisane/Thé</p><p>DAYANG, PANDA TEA</p><p>5) Produits vétérinaires</p><p>LAPSA, CLEMENT THEKAN</p><p>6) Bébé</p><p>MAM, PICOT, AVRIL, PEDIAKID</p><p>7) Phytothérapie</p><p>PILEJE, les 3 chênes</p><p>8) Orthopédie</p><p>GIBAUD, DONJOY THUASNE</p><p>9) PARAPHARMACIE</p><p>Même, la roche posay</p><p>10) Contention</p><p>Innothéra, gibaud</p>;8172021469
1726961095;Pack Access : pharmacie-pascal-rennes.fr;Pharmacie Pascal;pharmacie-pascal-rennes.fr;<ol><li>Aromathérapie: Le comptoir aroma</li><li>Phytothérapie: naturactiv, les 3 chênes, aboca</li><li>Homéopathie: Boiron</li><li>Micronutrition: pilèje</li><li>Parapharmacie: Avène, roche posay, cerave, klorane, nuxe</li><li>Matériel médical: Atout médical</li><li>Orthopédie: Lohmann, velpeau, thuasne</li><li>Bas de contention: innothera, gibaud</li><li>Produits bébés : Uriage, physiolac</li><li>Produits vétérinaires : bayer, biocanina</li></ol>;8172043225
1726946780;Pack Standard : davila.notaires.fr;Office notarial de Mireille Davila;davila.notaires.fr;;8171998949
1726561725;Pack Access : pharmacie-carnot-guilherand-granges.fr;Pharmacie Carnot;pharmacie-carnot-guilherand-granges.fr;<ol><li>Matériel médical : Pharmat, assistance pharma</li><li>Orthopédie : donjoy</li><li>Bas de contention : veinax donjoy</li><li>Parapharmacie : Avene, la rosée, uriage, caudalie</li><li>Produits bébés : mam, cottonny, gifrer, pranarom</li><li>Lait infantile : gallia, novalac</li><li>Aromathérapie : Pranarom, Lca</li><li>Phytothérapie : arkopharma, </li><li>Micronutrition : Pileje, nutergia</li><li>Produit vétérinaire : biocanina</li><li>Homéopathie : boiron</li></ol>;8171998959
1726961105;Pack Standard : lechandelier-roye.fr;Le Chandelier;lechandelier-roye.fr;;8172011220
1726961101;Pack Standard : grande-pharmacie-couturier.fr;Grande Pharmacie Couturier;grande-pharmacie-couturier.fr;"<p>Matériel médical : Orkyn</p><p>Orthopedie : Orliman, Donjoy </p><p>Bas de contention : Sigvaris, innothera </p><p>Dénutrition : delical, clinutren, nutrisens, fortimel, fresubin, </p><p>Incontinence : Tena, confiance</p><p>Produits dentaires : Oral B, Elmex, Parodontax, Fluocaril</p><p>Parapharmacie : freesens, svr, cerave, nuxe, la rosée, eucerin, bioderma, la roche posay, avene, klorane, roge cavailles, mkl, </p><p>Complements alimentaire : arkopharma, nat&amp;form, forte pharma, </p><p>Micro nutrition : pileje, nutergia, </p><p>Aromatherapie : puressentiel </p><p>Phytothérapie : arkopharma</p><p>Homeopathie : boiron </p><p>Soin des pieds : alvadiem, poderm, akileine, scholl</p><p>Pansement : compeed, urgi</p><p>Anti insecte : insect écran, puressentiel</p><p>Hygiene intime : hydralin, saforelle, saugella, roge cavailles</p><p>Lait infantile : Novalac, gallia, picot,</p><p>Produits bébés : dodie, klorane bebe, bioderma, mustella, </p><p>Anti poux : pouxit</p><p>Produit vétérinaire : biocanina,</p>";8171943151
1726961100;Pack Standard : centre-canin-gd.fr;Centre Canin Gaetan Dupret;centre-canin-gd.fr;;8172043202
1727013597;Pack Access : pharmacie-de-liguge.com;Pharmacie De Ligugé;pharmacie-de-liguge.com;"<ul><li>Aromathérapie : Pranarom, Naturactive</li><li>Homéopathie :  Boiron,</li><li>Phytothérapie : Prevent&#39;life</li><li>Micro nutrition : Pileje, Nutergia, Codifra</li><li>Matériel Médical : Handipharm, </li><li>Orthopédie : Thuasne, Donjoy, </li><li>Contention : Sigvaris, Radiante</li><li>Produits bébé : Mam</li><li>Produits vétérinaires : Clément Thekan, Bayer</li><li>Parapharmacie : Avene, Roche Posay, Royer, Laboratoire de Biarritz</li><li><span style=""color: rgb(80, 0, 80);"">Hygiène intime : Saforelle, Saugella</span></li><li>Incontinence : Tena</li><li>Minceur : SID nutrition</li><li>Chaussures Orthopédiques : Pharmaconfort</li></ul>";8171962349
1726921445;Pack Standard : pharmacie-marteville-plouhinec.com;Pharmacie Marteville;pharmacie-marteville-plouhinec.com;;8171962559
1726921433;Pack Standard : pharmacie-vanwelden-mouchin.fr;Pharmacie Van Welden;pharmacie-vanwelden-mouchin.fr;<p>Aromathérapie: Pranarom / pressentiel </p><p><br></p><p>Phytothérapie: Naturactive / pileje / Aboca </p><p><br></p><p>Micronitrition: Pileje / nutergia / imubio </p><p><br></p><p>Homéopathie: Boiron </p><p><br></p><p>Produits bébé: Luc et Léa / Mam / Klorane / La rosée bébé / A-derma bébé / Ouate enfant </p><p><br></p><p>Lait infantile: Physiolac / Novalac </p><p><br></p><p>Produits vétérinaire: Clément thèkan </p><p><br></p><p>Dermo: filorga / ducray / lierac / a-derma / Roger Gallet / Klorane / Avene / SVR / Uriage / Meme / Ozalys / La rosée / Sica Manuka / Somatoline / Roger cavailles / Saforelle / phyto / Lazartigue / Pharmactiv </p><p><br></p><p>Tire lait: Mamivac / Symbiose</p>;8171980999
1726565856;Pack Standard : pharmacie-des-hauts-de-lens.fr;Pharmacie Des Hauts De Lens;pharmacie-des-hauts-de-lens.fr;<p>les memes </p>;8172021228
1726935535;Pack Standard : artimetal-haubourdin.com;Artimetal;artimetal-haubourdin.com;;8171943153
1726921436;Pack Standard : pharmacie-de-bonsecours.com;Pharmacie De Bonsecours;pharmacie-de-bonsecours.com;<p>Marques : </p><p> supprimer : Roger cavailles / Sigvaris / SID nutrition / biogena. / somatoline /  </p>;8171957183
1726561729;Pack Standard : pompes-funebres-pavia.fr;Pompes Funèbres Pavia;pompes-funebres-pavia.fr;;8171998958
1727013606;Pack Standard : confection-service-decoration.com;Confection Service;confection-service-decoration.com;;8171999195
1726961102;Pack Standard : service-travaux.fr;Service Travaux;service-travaux.fr;;8171981255
1726561739;Pack Access : pharmacie-de-pontaillac.com;Pharmacie De Pontaillac;pharmacie-de-pontaillac.com;"<ul><li><span style=""color: rgb(0, 0, 0);"">Aromathérapie : Phytosun, Puressentiel, </span></li><li><span style=""color: rgb(0, 0, 0);"">Homéopathie : Lehning, Boiron, Weleda, granion</span></li><li><span style=""color: rgb(0, 0, 0);"">compléments alimentaires : solgar oenobiol , lashilé, </span><span style=""color: rgb(0, 0, 0); background-color: rgb(255, 255, 255);"">Fresubin</span></li><li><span style=""color: rgb(0, 0, 0);"">Phytothérapie : Arkopharma</span></li><li><span style=""color: rgb(0, 0, 0);"">Oncologie : Même</span></li><li><span style=""color: rgb(0, 0, 0);"">Micro nutrition : Pileje</span></li><li><span style=""color: rgb(0, 0, 0);"">Matériel Médical : Madouest Orkyn handipharm</span></li><li><span style=""color: rgb(0, 0, 0);"">Orthopédie : Thuasne, Orliman</span></li><li><span style=""color: rgb(0, 0, 0);"">Contention : Thuasne, </span></li><li><span style=""color: rgb(0, 0, 0);"">Produits bébé : Mam, Novalac, Gallia, klorane, la rosée, weleda, biarritz waterwipes, babybio, avent, cottony</span></li><li><span style=""color: rgb(0, 0, 0);"">Produits vétérinaires : Clément Thekan Elanco, </span></li><li><span style=""color: rgb(0, 0, 0);"">Parapharmacie : Avene, Aderma, Eucerin, Ducray, Furterer, Klorane, Beauterra, Nuxe, Garancia, Caudalie, Vichy, SVR, Patika, roge cavaillés,La rosée,Weleda, Biarritz,Unifarco, Roger Gallet</span></li><li><span style=""color: rgb(0, 0, 0);"">Hygiène intime : Saforelle, Saugella, Hydralin, Roge Cavailles, Durex, les petites choses, intima</span></li><li><span style=""color: rgb(0, 0, 0);"">Soins : 3M, Urko, Akileine, Excilor, Neutrogena, Cooper, Etiaxil</span></li><li><span style=""color: rgb(0, 0, 0);"">Hygiène bucco-dentaire : Inava, Gum, Oral B, Parodontax, Elmex, Meridol, Sensodyne, Fixodent, Fluocaril, Polident elgydium</span></li><li><span style=""color: rgb(0, 0, 0);"">Incontinence : tena</span></li><li><span style=""color: rgb(0, 0, 0);"">Minceur : XLS médical, Somatoline, oenobiol</span></li><li><span style=""color: rgb(0, 0, 0);"">Manucure/coutellerie : mavala, vitry</span></li><li><span style=""color: rgb(0, 0, 0);"">Produit lentilles : Renu, biotrue</span></li></ul>";8171980751
